Scheme Name       : start_scheme
Scheme lnL        : -23172911.1529
Scheme AICc       : 46388725.7469
Number of params  : 20870
Number of sites   : 769646
Number of subsets : 3102

Subset | Best Model | Subset Partitions              | Subset Sites                   | Alignment                               
805    | LG+G       | EOG091E02GT                    | 202155-202289                  | ./analysis/phylofiles/4c334fe97ac03ada73d35f41a12bdf81.phy
806    | LG+G       | EOG091E030H                    | 202290-202546                  | ./analysis/phylofiles/a2ea9d12b18557cf3b4e48ca2ca255dd.phy
807    | LG+G       | EOG091E03TV                    | 202547-202672                  | ./analysis/phylofiles/e72611c9748591641a9c6fa87e966bc4.phy
808    | LG+I+G     | EOG091E032R                    | 202673-202923                  | ./analysis/phylofiles/6ee7d0c602087c7facbb9660946f7e5b.phy
809    | LG+I+G+F   | EOG091E02HB                    | 202924-203168                  | ./analysis/phylofiles/3decd66c8ecad8b2d87cc5998a8bc6e5.phy
810    | LG+G       | EOG091E04YS                    | 203169-203308                  | ./analysis/phylofiles/60b2c57430c97ec148455640862a3f19.phy
811    | JTT+G      | EOG091E029F                    | 203309-203519                  | ./analysis/phylofiles/06ee85f3ad9b1cb3d6d837e6b636a228.phy
812    | LG+I+G+F   | EOG091E023G                    | 203520-203860                  | ./analysis/phylofiles/c58a6b3ee09936cd62d786a1467b2eef.phy
813    | LG+G+F     | EOG091E00PD                    | 203861-204472                  | ./analysis/phylofiles/11655c4ffb900aeeecdee51a7a5ff0d9.phy
814    | LG+G       | EOG091E01KY                    | 204473-204772                  | ./analysis/phylofiles/b8a492e68c65244225cbc7cd1418f7d5.phy
815    | JTT+G+F    | EOG091E00VX                    | 204773-205162                  | ./analysis/phylofiles/a5e3dacd1f697b10cb0b424a44e494eb.phy
816    | LG+G       | EOG091E032B                    | 205163-205323                  | ./analysis/phylofiles/8550d0a3be6902e71729e6e34c8e0db1.phy
817    | LG+G       | EOG091E01OO                    | 205324-205605                  | ./analysis/phylofiles/827198a82b7d8e9294ddaf11592a69d4.phy
818    | LG+I+G     | EOG091E02HM                    | 205606-205832                  | ./analysis/phylofiles/601213d4d427693cc0d0c35dd63c3dd8.phy
819    | LG+G       | EOG091E017L                    | 205833-206212                  | ./analysis/phylofiles/5a71f2f5f11c3770e4d6fa0db3890dab.phy
820    | LG+I+G+F   | EOG091E01J4                    | 206213-206630                  | ./analysis/phylofiles/9ae7eccfc780d1969bad41ac25bdce9f.phy
821    | LG+G       | EOG091E02JM                    | 206631-206841                  | ./analysis/phylofiles/2868e6e347c2c186ed6bbfb25f5bc8e3.phy
822    | WAG+I+G    | EOG091E00DM                    | 206842-207371                  | ./analysis/phylofiles/f82942eab7a4b36ed58a968b874607b8.phy
823    | LG+G       | EOG091E034C                    | 207372-207593                  | ./analysis/phylofiles/2f4968a2ed090dff0079a4ccaaa35a07.phy
824    | LG+I+G     | EOG091E01UV                    | 207594-208000                  | ./analysis/phylofiles/11019b29ecc0c6c22d389544a85d902c.phy
825    | LG+G+F     | EOG091E056R                    | 208001-208152                  | ./analysis/phylofiles/329464cda6a0b2042b3528b5cc712d05.phy
826    | LG+G       | EOG091E00GF                    | 208153-208364                  | ./analysis/phylofiles/340974981db997816a9e62eca5027700.phy
827    | LG+G       | EOG091E00VL                    | 208365-208677                  | ./analysis/phylofiles/3b205e5cb30ae273cf5a930ef4807c4a.phy
828    | LG+G       | EOG091E0304                    | 208678-208861                  | ./analysis/phylofiles/111bc9edc519aed4207c7ffaff83a206.phy
829    | LG+G       | EOG091E0245                    | 208862-209071                  | ./analysis/phylofiles/44e5d3d95b772a7614d3d3d4ecdcdd32.phy
830    | JTT+I+G    | EOG091E02B8                    | 209072-209283                  | ./analysis/phylofiles/aa827e18c86966b4278f8cb3a49679f6.phy
831    | LG+G       | EOG091E037J                    | 209284-209460                  | ./analysis/phylofiles/30603d155368cc46ef73f59c02286206.phy
832    | LG+G       | EOG091E04XS                    | 209461-209738                  | ./analysis/phylofiles/f1939797ef0b706505e1650abf6ca1ef.phy
833    | WAG+I+G    | EOG091E00F9                    | 209739-210137                  | ./analysis/phylofiles/f764da78e593ebf2b9bac7c3434e5a95.phy
834    | LG+G       | EOG091E024C                    | 210138-210351                  | ./analysis/phylofiles/e2248a503a298d6964fe2775c7a8ed75.phy
835    | DAYHOFF+G+F | EOG091E06PR                    | 210352-210488                  | ./analysis/phylofiles/da6195dc76d51933eb91eff971497464.phy
836    | LG+I+G     | EOG091E0266                    | 210489-210722                  | ./analysis/phylofiles/7d8de9a8a1938a40f902685b756031b6.phy
837    | DAYHOFF+G  | EOG091E02Z9                    | 210723-210871                  | ./analysis/phylofiles/ac7ff152b0cfa06f922de315bf6fec60.phy
838    | LG+I+G     | EOG091E03EC                    | 210872-211012                  | ./analysis/phylofiles/81d02a2810c93dbb1151b7cd6001468d.phy
839    | JTT+I+G    | EOG091E02NJ                    | 211013-211200                  | ./analysis/phylofiles/23350f3764ebe46a453f343ef3bf0c9d.phy
840    | LG+G       | EOG091E03OG                    | 211201-211355                  | ./analysis/phylofiles/6e67baddf27dd9819aa2972016783983.phy
841    | LG+I+G+F   | EOG091E034T                    | 211356-211624                  | ./analysis/phylofiles/e0656f99828743fccffb7307d422a41f.phy
842    | JTT+G      | EOG091E006G                    | 211625-212050                  | ./analysis/phylofiles/c52da0ff9f6be700bb7144b1c947d1e6.phy
843    | CPREV+G+F  | EOG091E00O4                    | 212051-212273                  | ./analysis/phylofiles/f8da151ea5f99d80373cd2df55f86a83.phy
844    | JTT+G      | EOG091E01KI                    | 212274-212431                  | ./analysis/phylofiles/9a561571aa4b1865e35d3e1d38604573.phy
845    | VT+G       | EOG091E036N                    | 212432-212608                  | ./analysis/phylofiles/f9e886221f419b09222192cd2856d05c.phy
846    | LG+I+G     | EOG091E00EV                    | 212609-213010                  | ./analysis/phylofiles/fa4b4e4b526c678e48af5ab0cb525b30.phy
847    | LG+G+F     | EOG091E03UO                    | 213011-213235                  | ./analysis/phylofiles/a8e217209f2944b56dd8a9cadfbac36f.phy
848    | LG+G       | EOG091E02ZJ                    | 213236-213391                  | ./analysis/phylofiles/753785a0527bc102f673f669c1acb0f2.phy
849    | LG+I+G     | EOG091E03EI                    | 213392-213605                  | ./analysis/phylofiles/68d321b1cf9305bbadaeca9c8a4d085b.phy
850    | LG+G+F     | EOG091E01AG                    | 213606-213991                  | ./analysis/phylofiles/7f776030db0029a7671da703bfc7c68b.phy
851    | LG+G       | EOG091E0454                    | 213992-214364                  | ./analysis/phylofiles/db673791c60f3e048eb9156febcaeaef.phy
852    | VT+G+F     | EOG091E00D5                    | 214365-214941                  | ./analysis/phylofiles/f49c2c0eb087d31d43f8183f0d2e5a19.phy
853    | LG+I+G     | EOG091E02S2                    | 214942-215126                  | ./analysis/phylofiles/f8152a71747b7a9a7bda3658ade26157.phy
854    | LG+G       | EOG091E04UR                    | 215127-215435                  | ./analysis/phylofiles/b471915b406fbef96260bb59c2763b97.phy
855    | LG+I+G+F   | EOG091E02OS                    | 215436-215747                  | ./analysis/phylofiles/0dd2d6e1a2aa053a2d1f4d4c930af676.phy
856    | LG+G       | EOG091E01UG                    | 215748-215868                  | ./analysis/phylofiles/6bce06617b1b163072f5ed1f10af6319.phy
857    | LG+G       | EOG091E03VR                    | 215869-216024                  | ./analysis/phylofiles/0a31abf8dff0d0db818d51483cb3bf04.phy
858    | LG+G+F     | EOG091E00XQ                    | 216025-216403                  | ./analysis/phylofiles/9004d4dad66be0eaedcae948e5563c1d.phy
859    | LG+I+G     | EOG091E00WK                    | 216404-216848                  | ./analysis/phylofiles/2e5459242815a0989fdbb16110d25dbd.phy
860    | LG+I+G     | EOG091E02BG                    | 216849-217172                  | ./analysis/phylofiles/7873ce6d165d5d8959c601d73904f846.phy
861    | LG+I+G     | EOG091E00OG                    | 217173-217733                  | ./analysis/phylofiles/c0b331f8a234e74c7aade03c57564c16.phy
862    | LG+G       | EOG091E02JL                    | 217734-217923                  | ./analysis/phylofiles/df8c56ecb039bddeebc9460324c66bda.phy
863    | LG+G       | EOG091E03LE                    | 217924-218012                  | ./analysis/phylofiles/5ca1e542105a967293e3c7969b6ea7b9.phy
864    | LG+G+F     | EOG091E02GG                    | 218013-218250                  | ./analysis/phylofiles/0ca3e6216f1eaad8af9ec034b41a523a.phy
865    | LG+G+F     | EOG091E019J                    | 218251-218561                  | ./analysis/phylofiles/0f684a06644ebe6aa667f2231a23ef58.phy
866    | LG+G+F     | EOG091E01MR                    | 218562-218778                  | ./analysis/phylofiles/0236537b338dfd3d4552fa757889c9a8.phy
867    | LG+G       | EOG091E01N7                    | 218779-219037                  | ./analysis/phylofiles/d4747d474a0133ad1ef17862a93510a3.phy
868    | LG+G       | EOG091E03NB                    | 219038-219149                  | ./analysis/phylofiles/0a9fd178c8f9555da8ae7b3c74b84cb7.phy
869    | LG+I+G     | EOG091E02XE                    | 219150-219368                  | ./analysis/phylofiles/274df4d9f2c1331b1d8aa28c0dd0eb87.phy
870    | JTT+G      | EOG091E05SM                    | 219369-219459                  | ./analysis/phylofiles/8dbc9f06e3fe1754e1fc8a75c28e08ab.phy
871    | LG+G       | EOG091E0300                    | 219460-219594                  | ./analysis/phylofiles/0686cae5598319dca38e37a350d8d64a.phy
872    | JTT+I+G    | EOG091E036J                    | 219595-219749                  | ./analysis/phylofiles/92d73e58a9bfa27088bf4c767feab2b8.phy
873    | LG+I+G+F   | EOG091E029E                    | 219750-220119                  | ./analysis/phylofiles/471e5223e1d9a8f5fe1d1378f52832ff.phy
874    | JTT+I+G+F  | EOG091E01CB                    | 220120-220443                  | ./analysis/phylofiles/011c8a1611c3af29424a95c45966a909.phy
875    | JTT+G      | EOG091E002V                    | 220444-220590                  | ./analysis/phylofiles/5e2a3d7ba887308973335190b9b79ff5.phy
876    | LG+G+F     | EOG091E02QI                    | 220591-220804                  | ./analysis/phylofiles/90808d2bbd60da170065d19734c1c6f6.phy
877    | JTT+G+F    | EOG091E00VJ                    | 220805-221084                  | ./analysis/phylofiles/0da53b99ef4bc537b4f1c17fe9696698.phy
878    | JTT+I+G+F  | EOG091E01GN                    | 221085-221517                  | ./analysis/phylofiles/0eeb87c95ff0a8294fba1d86573d7ee3.phy
879    | LG+I+G     | EOG091E03WI                    | 221518-221646                  | ./analysis/phylofiles/0eed493e86e3719ecbaf8ba741ac85fe.phy
880    | LG+G       | EOG091E031O                    | 221647-221876                  | ./analysis/phylofiles/9a0af2ea2fbe9347e73362f067dc8052.phy
881    | LG+G       | EOG091E0142                    | 221877-222076                  | ./analysis/phylofiles/52b0ae74ce56e17b158259a17f07e72e.phy
882    | LG+G       | EOG091E061H                    | 222077-222233                  | ./analysis/phylofiles/70d3203ce6061ab88d8337e5d5c64bb3.phy
883    | LG+G       | EOG091E01WX                    | 222234-222445                  | ./analysis/phylofiles/4ccb96724ef61225017b64b2e202e113.phy
884    | LG+G       | EOG091E051I                    | 222446-222605                  | ./analysis/phylofiles/0828ef9a6d3bab24100d33384fccd0b7.phy
885    | LG+G       | EOG091E011G                    | 222606-222795                  | ./analysis/phylofiles/9cc6627f83b96d6764d286a1452d4fd1.phy
886    | LG+G       | EOG091E009R                    | 222796-223108                  | ./analysis/phylofiles/422c6ee97405c26ddd5e58bd383f7eb3.phy
887    | LG+I+G     | EOG091E03SQ                    | 223109-223172                  | ./analysis/phylofiles/3b9ce9f71c21d0cb8979277b87067ee6.phy
888    | LG+G+F     | EOG091E01XV                    | 223173-223634                  | ./analysis/phylofiles/6e62f8fa64995084fadb18ce8ef8e1e6.phy
889    | LG+I+G+F   | EOG091E05DE                    | 223635-223877                  | ./analysis/phylofiles/661edfb995129aeebae95265d0f869ce.phy
890    | LG+G+F     | EOG091E01QL                    | 223878-223967                  | ./analysis/phylofiles/f489e90e3fafb067187f521cf6b6b3fd.phy
891    | LG+G       | EOG091E0133                    | 223968-224385                  | ./analysis/phylofiles/ff96feadc32735c2e7ee5a1e7ee2b2fa.phy
892    | LG+G       | EOG091E021Y                    | 224386-224721                  | ./analysis/phylofiles/16fd32a01996e214071caaaf76c2380b.phy
893    | LG+G       | EOG091E01Z1                    | 224722-225047                  | ./analysis/phylofiles/583c8420a056d286840b1c2162b23e11.phy
894    | CPREV+G+F  | EOG091E068U                    | 225048-225202                  | ./analysis/phylofiles/2310a814c640a43a09cfad9bc53fdf60.phy
895    | LG+I+G+F   | EOG091E02PL                    | 225203-225488                  | ./analysis/phylofiles/134737d33dab81d4cb22071ba997b27c.phy
896    | JTT+G+F    | EOG091E00XU                    | 225489-226007                  | ./analysis/phylofiles/18c6d7a83a92b6e7360e8f3d1e09f742.phy
897    | JTT+G      | EOG091E04WH                    | 226008-226190                  | ./analysis/phylofiles/96662527ced3b231eaed62bc442a8154.phy
898    | LG+I+G     | EOG091E04ZH                    | 226191-226346                  | ./analysis/phylofiles/3fbaec90b4e6d8f7c4e56082b28e861b.phy
899    | LG+I+G     | EOG091E03F4                    | 226347-226481                  | ./analysis/phylofiles/46b34c8c72d1abc9b95d0a2e67fa21da.phy
900    | LG+I+G     | EOG091E016Z                    | 226482-226972                  | ./analysis/phylofiles/5f8ab7d4a10e37f59dcd197b65617a1e.phy
901    | JTT+G      | EOG091E002W                    | 226973-227490                  | ./analysis/phylofiles/5445678e01cb9498ea8ddfaaec9369ed.phy
902    | LG+G       | EOG091E05RF                    | 227491-227608                  | ./analysis/phylofiles/a148749bb34463b19a12c706f310678f.phy
903    | LG+I+G     | EOG091E0144                    | 227609-228054                  | ./analysis/phylofiles/4fe4f869a6cb1e1d3b85202221f240c3.phy
904    | LG+G       | EOG091E015S                    | 228055-228267                  | ./analysis/phylofiles/e44d5014993bdfdca0fbdb244709bf16.phy
905    | LG+I+G     | EOG091E00BB                    | 228268-229030                  | ./analysis/phylofiles/86bea64e75ba0350bb4273946c20858d.phy
906    | WAG+G      | EOG091E038U                    | 229031-229154                  | ./analysis/phylofiles/faf6dc877acc9d257bf94feeeed95205.phy
907    | DAYHOFF+I+G | EOG091E02CX                    | 229155-229312                  | ./analysis/phylofiles/462a5a80645c022909342b6b92071ab2.phy
